RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-854,ALFA,ALFA J - G2/G3,Aluno-854,,,Feminino,2022,Pública,Ágata,6.6415,2.0,0.0,9.5,3.77,Não informado,6.0,7.5,4.5,,,,8.01,10.0,ALFA (1° e 2° ano),0,5.625,2023,Pública,0,,,Sem risco,Alto,Baixa,Baixo,Baixo
RA-700,ALFA,ALFA J - G2/G3,Aluno-700,,9.0,Feminino,2022,Pública,Topázio,8.2852,2.0,9.5,9.7,7.52,Não informado,7.8,7.5,8.0,,,,9.84,5.0,Fase 1 (3° e 4° ano),-1,6.25,2023,Pública,0,,,Risco moderado,Alto,Alta,Alto,Alto
RA-701,ALFA,ALFA J - G2/G3,Aluno-701,,,Masculino,2021,Pública,Ametista,7.3982,2.0,9.5,9.9,3.77,Não informado,7.2,7.3,7.0,,,,7.68,5.0,Fase 2 (5° e 6° ano),-2,6.25,2023,Pública,0,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-856,ALFA,ALFA J - G2/G3,Aluno-856,,,Masculino,2022,Pública,Ametista,7.3355,2.0,0.0,9.6,7.52,Não informado,7.3,7.5,7.0,,,,8.255,10.0,ALFA (1° e 2° ano),0,5.625,2023,Pública,0,,,Sem risco,Alto,Baixa,Alto,Médio
RA-672,ALFA,ALFA J - G2/G3,Aluno-672,,10.0,Feminino,2021,Pública,Ágata,6.5623,2.0,7.9,9.5,2.52,Não informado,6.4,6.0,6.7,,,,6.43,5.0,Fase 2 (5° e 6° ano),-2,5.625,2023,Pública,0,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-859,ALFA,ALFA J - G2/G3,Aluno-859,,8.0,Feminino,2022,Pública,Topázio,8.6042,2.0,8.0,9.2,7.52,Não informado,7.3,6.8,7.8,,,,10.01,10.0,ALFA (1° e 2° ano),0,7.5,2023,Pública,0,,,Sem risco,Alto,Baixa,Alto,Alto
RA-704,ALFA,ALFA J - G2/G3,Aluno-704,,,Masculino,2022,Pública,Ágata,6.8297,2.0,10.0,9.9,3.14,Não informado,6.1,6.5,5.7,,,,6.265,5.0,Fase 2 (5° e 6° ano),-2,5.625,2023,Pública,0,,,Risco moderado,Alto,Alta,Baixo,Baixo
RA-741,ALFA,ALFA J - G2/G3,Aluno-741,,11.0,Feminino,2022,Pública,Ágata,6.2707,2.0,9.5,6.9,4.39,Não informado,5.1,4.2,6.0,,,,7.095,5.0,Fase 2 (5° e 6° ano),-2,5.625,2023,Pública,0,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-719,ALFA,ALFA J - G2/G3,Aluno-719,,,Masculino,2021,Pública,Ágata,6.4137,2.0,9.5,5.3,7.52,Não informado,5.9,7.0,4.7,,,,7.095,5.0,Fase 2 (5° e 6° ano),-2,5.625,2023,Pública,0,,,Risco moderado,Baixo,Alta,Alto,Baixo
RA-926,ALFA,ALFA J - G2/G3,Aluno-926,,9.0,Feminino,2023,Pública,Ametista,7.7792,2.0,9.0,10.0,3.77,Não informado,6.8,6.5,7.0,,,,9.51,5.0,Fase 1 (3° e 4° ano),-1,7.5,2023,Pública,0,,,Risco moderado,Alto,Média,Baixo,Alto
RA-927,ALFA,ALFA J - G2/G3,Aluno-927,,,Feminino,2023,Pública,Ametista,7.5982,2.0,9.0,9.7,3.77,Não informado,6.4,7.0,5.8,,,,9.255,5.0,Fase 1 (3° e 4° ano),-1,7.5,2023,Pública,0,,,Risco moderado,Alto,Média,Baixo,Médio
RA-928,ALFA,ALFA K - G0/G1,Aluno-928,,8.0,Feminino,2023,Pública,Topázio,9.3712,2.0,8.5,10.0,7.52,Não informado,9.8,9.8,9.8,,,,9.67,10.0,ALFA (1° e 2° ano),0,8.75,2023,Pública,0,,,Sem risco,Alto,Média,Alto,Alto
RA-929,ALFA,ALFA K - G0/G1,Aluno-929,,8.0,Feminino,2023,Pública,Topázio,9.1312,2.0,8.5,9.8,7.52,Não informado,8.8,8.7,8.9,,,,9.67,10.0,ALFA (1° e 2° ano),0,8.75,2023,Pública,0,,,Sem risco,Alto,Média,Alto,Alto
RA-930,ALFA,ALFA K - G0/G1,Aluno-930,,8.0,Masculino,2023,Pública,Topázio,8.8872,2.0,9.0,8.8,7.52,Não informado,9.0,8.7,9.3,,,,9.0,10.0,ALFA (1° e 2° ano),0,8.75,2023,Pública,0,,,Sem risco,Médio,Média,Alto,Alto
RA-931,ALFA,ALFA K - G0/G1,Aluno-931,,,Masculino,2023,Pública,Ametista,7.3747,2.0,8.5,8.2,2.52,Não informado,7.8,7.0,8.5,,,,7.6,10.0,ALFA (1° e 2° ano),0,5.625,2023,Pública,0,,,Sem risco,Médio,Média,Baixo,Médio
RA-932,ALFA,ALFA K - G0/G1,Aluno-932,,7.0,Feminino,2023,Pública,Topázio,8.3847,2.0,9.5,7.9,7.52,Não informado,7.5,6.5,8.4,,,,9.0,10.0,ALFA (1° e 2° ano),0,8.125,2023,Pública,0,,,Sem risco,Médio,Alta,Alto,Alto
