RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-1084,FASE 2,2B,Aluno-1084,,11.0,Feminino,2023,Pública,Ametista,7.9948,3.0,8.4,10.0,2.52,Não informado,6.8,5.0,8.5,,,,8.38,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Média,Baixo,Alto
RA-516,FASE 2,2B,Aluno-516,,10.0,Masculino,2019,Privada - Programa de Apadrinhamento,Topázio,8.6807,3.0,10.0,9.8,2.52,Não informado,9.3,9.0,9.5,,,,8.7175,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Privada,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-348,FASE 2,2B,Aluno-348,,,Masculino,2022,Pública,Ágata,6.817866667,3.0,10.0,8.7,2.52,Não informado,4.4,2.0,6.7,,,,8.0075,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Baixo
RA-1085,FASE 2,2C,Aluno-1085,,12.0,Feminino,2023,Pública,Ágata,6.563833333,3.0,0.0,9.8,2.52,Não informado,6.7,6.0,7.3,,,,8.13,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-1086,FASE 2,2C,Aluno-1086,,12.0,Feminino,2023,Pública,Ametista,7.2382,3.0,8.5,9.4,2.52,Não informado,5.7,6.0,5.3,,,,8.755,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-1087,FASE 2,2C,Aluno-1087,,12.0,Feminino,2023,Pública,Ametista,7.2067,3.0,10.0,9.5,2.52,Não informado,5.4,3.7,7.0,,,,8.0475,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-509,FASE 2,2C,Aluno-509,,12.0,Feminino,2018,Pública,Ametista,7.606033333,3.0,8.5,8.1,2.52,Não informado,8.6,8.2,9.0,,,,8.84,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Média,Baixo,Médio
RA-499,FASE 2,2C,Aluno-499,,11.0,Masculino,2020,Pública,Ametista,7.8883,3.0,7.9,10.0,2.52,Não informado,6.6,5.3,7.8,,,,8.2975,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-500,FASE 2,2C,Aluno-500,,11.0,Feminino,2020,Pública,Topázio,8.427533333,3.0,9.5,10.0,2.52,Não informado,7.9,8.5,7.2,,,,8.7975,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-1088,FASE 2,2C,Aluno-1088,,13.0,Masculino,2023,Pública,Ametista,7.4717,3.0,9.5,9.8,2.52,Não informado,6.8,6.0,7.5,,,,7.9225,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-1089,FASE 2,2C,Aluno-1089,,,Feminino,2023,Pública,Ametista,7.9947,3.0,9.0,9.5,2.52,Não informado,7.0,6.0,8.0,,,,8.3375,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Média,Baixo,Alto
RA-1090,FASE 2,2C,Aluno-1090,,13.0,Masculino,2023,Pública,Ametista,7.844033333,3.0,9.0,9.6,2.52,Não informado,9.0,8.7,9.3,,,,7.88,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Alto
RA-503,FASE 2,2C,Aluno-503,,,Masculino,2020,Pública,Topázio,8.4682,3.0,9.5,10.0,2.52,Não informado,8.7,8.7,8.7,,,,8.255,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-1091,FASE 2,2C,Aluno-1091,,12.0,Masculino,2023,Pública,Topázio,8.032533333,3.0,8.5,9.0,2.52,Não informado,9.5,9.3,9.7,,,,9.1725,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Média,Baixo,Alto
RA-1092,FASE 2,2C,Aluno-1092,,12.0,Masculino,2023,Pública,Ametista,7.41,3.0,7.8,9.8,2.52,Não informado,6.9,6.0,7.8,,,,8.2975,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-1093,FASE 2,2C,Aluno-1093,,11.0,Masculino,2023,Pública,Topázio,8.197533333,3.0,7.0,9.3,2.52,Não informado,9.2,9.3,9.0,,,,8.2975,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-1094,FASE 2,2C,Aluno-1094,,11.0,Feminino,2023,Pública,Topázio,8.1779,3.0,7.8,9.5,2.52,Não informado,8.5,7.8,9.2,,,,8.3375,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-1095,FASE 2,2C,Aluno-1095,,,Masculino,2023,Pública,Ágata,6.238,3.0,0.0,9.8,2.52,Não informado,5.3,5.8,4.7,,,,8.005,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-324,FASE 2,2D,Aluno-324,,,Feminino,2022,Pública,Ametista,7.6354,3.0,5.8,9.0,2.52,Não informado,8.4,8.0,8.7,,,,7.5875,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Médio
RA-350,FASE 2,2D,Aluno-350,,,Feminino,2022,Pública,Ametista,7.972033333,3.0,10.0,9.7,2.52,Não informado,9.0,8.8,9.2,,,,7.92,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Alto
RA-517,FASE 2,2D,Aluno-517,,13.0,Feminino,2017,Pública,Ágata,6.3104,3.0,4.1,9.0,2.52,Não informado,6.6,4.5,8.7,,,,6.7125,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-325,FASE 2,2D,Aluno-325,,11.0,Masculino,2022,Pública,Ágata,6.243,3.0,0.0,7.1,5.0,Não informado,5.6,3.8,7.3,,,,7.0025,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Baixo,Baixa,Baixo,Baixo
RA-518,FASE 2,2D,Aluno-518,,11.0,Masculino,2022,Pública,Ametista,7.5762,3.0,8.5,8.5,5.0,Não informado,6.7,5.5,7.8,,,,6.9175,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Médio,Média,Baixo,Médio
RA-530,FASE 2,2D,Aluno-530,,11.0,Masculino,2019,Pública,Ametista,7.653033333,3.0,10.0,8.8,5.0,Não informado,5.7,5.8,5.5,,,,7.46,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Médio,Alta,Baixo,Médio
RA-524,FASE 2,2D,Aluno-524,,,Masculino,2019,Pública,Ametista,7.331133333,3.0,6.4,9.2,2.52,Não informado,8.9,9.0,8.8,,,,7.42,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-1096,FASE 2,2D,Aluno-1096,,,Feminino,2023,Pública,Topázio,8.615533333,3.0,9.5,9.9,2.52,Não informado,9.6,9.5,9.7,,,,8.0875,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-526,FASE 2,2D,Aluno-526,,,Masculino,2022,Pública,Topázio,8.0957,3.0,9.5,9.8,5.0,Não informado,8.8,8.3,9.3,,,,7.7525,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Alto
RA-528,FASE 2,2D,Aluno-528,,,Masculino,2021,Pública,Ametista,7.6892,3.0,9.0,8.5,5.0,Não informado,8.2,7.5,8.8,,,,7.92,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Médio,Média,Baixo,Médio
RA-534,FASE 2,2D,Aluno-534,,13.0,Masculino,2021,Pública,Quartzo,5.8385,3.0,0.0,8.1,2.52,Não informado,5.4,3.7,7.0,,,,7.92,5.0,Fase 3 (7° e 8° ano),-1,8.125,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-1097,FASE 2,2D,Aluno-1097,,,Masculino,2023,Pública,Ágata,6.9547,3.0,9.5,8.6,5.0,Não informado,5.4,4.3,6.5,,,,6.96,5.0,Fase 4 (9° ano),-2,8.125,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Médio
RA-1098,FASE 2,2D,Aluno-1098,,13.0,Feminino,2023,Pública,Ametista,7.2787,3.0,9.5,9.5,2.52,Não informado,6.4,6.3,6.5,,,,7.92,5.0,Fase 3 (7° e 8° ano),-1,8.125,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-506,FASE 2,2D,Aluno-506,,13.0,Masculino,2020,Pública,Ametista,7.750033333,3.0,9.5,8.1,5.0,Não informado,8.5,7.3,9.7,,,,7.92,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Médio
RA-1099,FASE 2,2F,Aluno-1099,,13.0,Feminino,2023,Pública,Ametista,7.113533333,3.0,9.0,9.6,2.52,Não informado,5.2,5.7,4.7,,,,8.34,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-1100,FASE 2,2F,Aluno-1100,,,Masculino,2023,Pública,Topázio,8.261033333,3.0,10.0,9.2,5.0,Não informado,7.1,6.3,7.8,,,,8.283333333,10.0,Fase 2 (5° e 6° ano),0,8.541666667,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-1101,FASE 2,2F,Aluno-1101,,,Masculino,2023,Pública,Ágata,6.446666667,3.0,0.0,7.2,5.0,Não informado,5.3,4.2,6.3,,,,8.116666667,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Pública,2,,,Sem risco,Baixo,Baixa,Baixo,Baixo
RA-1102,FASE 2,2F,Aluno-1102,,,Masculino,2023,Pública,Topázio,8.123033333,3.0,9.5,9.5,5.0,Não informado,7.5,5.7,9.2,,,,7.56,10.0,Fase 2 (5° e 6° ano),0,7.708333333,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-363,FASE 2,2F,Aluno-363,,13.0,Masculino,2022,Pública,Ágata,6.680833333,3.0,0.0,9.9,2.52,Não informado,6.8,6.8,6.8,,,,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-1103,FASE 2,2F,Aluno-1103,,10.0,Masculino,2023,Pública,Ametista,7.574866667,3.0,9.0,8.7,5.0,Não informado,5.0,4.5,5.5,,,,8.006666667,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Pública,2,,,Sem risco,Médio,Média,Baixo,Médio
RA-539,FASE 2,2F,Aluno-539,,,Feminino,2022,Pública,Ametista,7.796866667,3.0,9.5,8.6,2.52,Não informado,8.5,7.2,9.7,,,,8.84,5.0,Fase 3 (7° e 8° ano),-1,9.166666667,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Alto
RA-540,FASE 2,2F,Aluno-540,,,Feminino,2019,Pública,Topázio,8.216033333,3.0,8.5,8.8,5.0,Não informado,7.1,6.5,7.7,,,,8.95,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Médio,Média,Baixo,Alto
RA-574,FASE 2,2F,Aluno-574,,,Masculino,2022,Pública,Ametista,7.878133333,3.0,6.9,8.2,5.0,Não informado,8.1,7.7,8.5,,,,8.173333333,10.0,Fase 2 (5° e 6° ano),0,7.916666667,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Alto
RA-369,FASE 2,2F,Aluno-369,,,Masculino,2022,Pública,Ágata,6.0197,3.0,10.0,4.1,5.0,Não informado,4.0,5.0,3.0,,,,7.726666667,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-375,FASE 2,2F,Aluno-375,,12.0,Masculino,2019,Pública,Ametista,7.070833333,3.0,0.0,9.9,5.0,Não informado,7.9,6.8,9.0,,,,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-376,FASE 2,2F,Aluno-376,,,Feminino,2019,Pública,Ametista,7.1392,3.0,8.5,9.6,2.52,Não informado,5.9,4.3,7.5,,,,8.226666667,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-535,FASE 2,2G,Aluno-535,,,Feminino,2019,Pública,Topázio,8.0027,3.0,9.0,9.4,5.0,Não informado,5.6,4.7,6.5,,,,8.95,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Alto,Média,Baixo,Alto
RA-547,FASE 2,2G,Aluno-547,,12.0,Feminino,2019,Pública,Ágata,6.467,3.0,0.0,9.1,2.52,Não informado,6.2,5.0,7.3,,,,8.95,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-548,FASE 2,2G,Aluno-548,,12.0,Masculino,2019,Pública,Ametista,7.4322,3.0,9.0,9.1,2.52,Não informado,7.4,6.2,8.5,,,,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Médio,Média,Baixo,Médio
RA-538,FASE 2,2G,Aluno-538,,13.0,Masculino,2022,Pública,Ágata,6.413466667,3.0,7.4,8.6,2.52,Não informado,4.7,3.5,5.8,,,,7.39,5.0,Fase 3 (7° e 8° ano),-1,7.916666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-365,FASE 2,2G,Aluno-365,,10.0,Feminino,2022,Pública,Topázio,8.6587,3.0,10.0,9.9,2.52,Não informado,8.7,8.2,9.2,,,,8.953333333,10.0,Fase 2 (5° e 6° ano),0,8.958333333,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-559,FASE 2,2G,Aluno-559,,,Masculino,2021,Pública,Ametista,7.947366667,3.0,10.0,9.4,5.0,Não informado,7.4,6.5,8.2,,,,8.506666667,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Alto
RA-1104,FASE 2,2G,Aluno-1104,,13.0,Feminino,2023,Pública,Ametista,7.265533333,3.0,5.7,10.0,2.52,Não informado,6.4,5.5,7.3,,,,9.063333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-563,FASE 2,2G,Aluno-563,,11.0,Feminino,2020,Pública,Ametista,7.684133333,3.0,6.4,9.7,2.52,Não informado,6.2,6.0,6.3,,,,8.726666667,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Médio
RA-573,FASE 2,2G,Aluno-573,,,Masculino,2020,Pública,Ametista,7.774366667,3.0,9.5,9.8,5.0,Não informado,6.6,5.7,7.5,,,,8.45,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-551,FASE 2,2G,Aluno-551,,,Feminino,2018,Pública,Ametista,7.075033333,3.0,10.0,8.6,2.52,Não informado,5.4,4.5,6.2,,,,8.393333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Médio
RA-566,FASE 2,2G,Aluno-566,,12.0,Feminino,2022,Pública,Ametista,7.7227,3.0,9.0,8.8,2.52,Não informado,8.4,8.8,8.0,,,,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Média,Baixo,Médio
RA-555,FASE 2,2G,Aluno-555,,,Masculino,2019,Pública,Quartzo,5.898133333,3.0,7.4,8.1,2.52,Não informado,3.9,1.5,6.2,,,,6.946666667,5.0,Fase 3 (7° e 8° ano),-1,6.25,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-373,FASE 2,2G,Aluno-373,,,Masculino,2022,Pública,Ágata,6.805,3.0,0.0,9.7,2.52,Não informado,8.4,7.7,9.0,,,,7.84,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-1105,FASE 2,2G,Aluno-1105,,13.0,Feminino,2023,Pública,Ágata,6.299166667,3.0,0.0,9.0,2.52,Não informado,6.0,5.0,7.0,,,,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,8.125,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-546,FASE 2,2H,Aluno-546,,,Feminino,2021,Pública,Ágata,6.031666667,3.0,0.0,7.2,2.52,Não informado,5.7,3.5,7.8,,,,9.173333333,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-557,FASE 2,2H,Aluno-557,,,Masculino,2019,Pública,Topázio,8.7717,3.0,10.0,8.2,5.0,Não informado,8.9,8.0,9.7,,,,9.62,10.0,Fase 2 (5° e 6° ano),0,9.375,2023,Pública,2,,,Sem risco,Médio,Alta,Baixo,Alto
RA-1106,FASE 2,2H,Aluno-1106,,12.0,Masculino,2023,Pública,Ametista,7.1642,3.0,8.5,9.3,5.0,Não informado,5.1,5.2,5.0,,,,8.003333333,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-558,FASE 2,2H,Aluno-558,,,Masculino,2022,Pública,Ágata,6.615333333,3.0,7.8,9.4,5.0,Não informado,6.0,5.7,6.3,,,,6.78,2.5,Fase 5 (1° EM),-3,6.458333333,2023,Pública,2,,,Alto risco,Alto,Baixa,Baixo,Baixo
RA-560,FASE 2,2H,Aluno-560,,,Masculino,2020,Pública,Quartzo,4.932,3.0,0.0,8.4,2.52,Não informado,4.0,2.3,5.7,,,,6.0,5.0,Fase 3 (7° e 8° ano),-1,5.0,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-1107,FASE 2,2H,Aluno-1107,,12.0,Feminino,2023,Pública,Ametista,7.9327,3.0,9.0,9.4,5.0,Não informado,7.5,8.0,7.0,,,,8.783333333,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Alto
RA-1108,FASE 2,2H,Aluno-1108,,12.0,Masculino,2023,Pública,Ágata,6.310833333,3.0,0.0,9.3,5.0,Não informado,4.7,3.7,5.7,,,,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Baixo
RA-542,FASE 2,2H,Aluno-542,,12.0,Feminino,2019,Pública,Ametista,7.816533333,3.0,9.5,9.7,5.0,Não informado,6.3,5.2,7.3,,,,9.006666667,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Alto
RA-543,FASE 2,2H,Aluno-543,,11.0,Feminino,2022,Pública,Ametista,7.971833333,3.0,7.8,9.8,2.52,Não informado,6.5,5.5,7.5,,,,9.006666667,10.0,Fase 2 (5° e 6° ano),0,8.75,2023,Pública,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-556,FASE 2,2H,Aluno-556,,,Feminino,2018,Pública,Ametista,7.7482,3.0,8.5,9.6,2.52,Não informado,7.2,6.5,7.8,,,,9.396666667,5.0,Fase 3 (7° e 8° ano),-1,9.166666667,2023,Pública,2,,,Risco moderado,Alto,Média,Baixo,Médio
RA-1109,FASE 2,2H,Aluno-1109,,14.0,Masculino,2023,Pública,Ágata,6.277533333,3.0,10.0,6.4,5.0,Não informado,3.4,3.5,3.3,,,,7.836666667,5.0,Fase 4 (9° ano),-2,7.5,2023,Pública,2,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-389,FASE 2,2H,Aluno-389,,,Masculino,2019,Pública,Ágata,6.687,3.0,0.0,8.2,2.52,Não informado,8.2,6.8,9.5,,,,8.95,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-1110,FASE 2,2H,Aluno-1110,,12.0,Feminino,2023,Pública,Ametista,7.248566667,3.0,4.6,9.2,5.0,Não informado,6.8,6.5,7.0,,,,8.73,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Alto,Baixa,Baixo,Médio
RA-568,FASE 2,2I,Aluno-568,,,Masculino,2018,Pública,Ágata,6.9647,3.0,7.0,7.9,5.0,Não informado,7.6,8.5,6.7,,,,8.01,2.5,Fase 5 (1° EM),-3,8.125,2023,Pública,2,,,Alto risco,Médio,Baixa,Baixo,Médio
RA-562,FASE 2,2I,Aluno-562,,12.0,Feminino,2021,Pública,Ágata,6.824833333,3.0,0.0,8.5,2.52,Não informado,8.7,7.7,9.7,,,,8.893333333,5.0,Fase 3 (7° e 8° ano),-1,8.541666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-1111,FASE 2,2I,Aluno-1111,,,Feminino,2023,Pública,Ágata,6.559166667,3.0,0.0,8.9,2.52,Não informado,5.4,4.8,6.0,,,,8.173333333,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Médio,Baixa,Baixo,Baixo
RA-1112,FASE 2,2I,Aluno-1112,,12.0,Masculino,2023,Pública,Ametista,7.088866667,3.0,9.5,7.9,2.52,Não informado,6.3,5.2,7.3,,,,8.616666667,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Médio,Alta,Baixo,Médio
RA-525,FASE 2,2I,Aluno-525,,,Feminino,2021,Pública,Ametista,7.911366667,3.0,8.0,8.6,2.52,Não informado,9.2,8.8,9.5,,,,9.566666667,5.0,Fase 3 (7° e 8° ano),-1,8.958333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Alto
RA-357,FASE 2,2I,Aluno-357,,13.0,Masculino,2022,Pública,Topázio,8.2832,3.0,8.5,9.6,7.52,Não informado,8.7,8.7,8.7,,,,8.23,5.0,Fase 3 (7° e 8° ano),-1,8.75,2023,Pública,2,,,Risco moderado,Alto,Média,Alto,Alto
RA-583,FASE 2,2I,Aluno-583,,,Feminino,2019,Pública,Ametista,7.838866667,3.0,9.0,9.4,7.52,Não informado,6.3,5.5,7.0,,,,8.616666667,5.0,Fase 3 (7° e 8° ano),-1,8.333333333,2023,Pública,2,,,Risco moderado,Alto,Média,Alto,Alto
RA-584,FASE 2,2I,Aluno-584,,11.0,Feminino,2019,Pública,Ametista,7.697533333,3.0,9.5,9.0,2.52,Não informado,5.8,5.0,6.5,,,,8.56,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Pública,2,,,Sem risco,Médio,Alta,Baixo,Médio
RA-586,FASE 2,2K,Aluno-586,,10.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.4242,3.0,8.0,10.0,2.52,Não informado,8.4,7.5,9.2,,,,9.343333333,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Privada,2,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-1113,FASE 2,2K,Aluno-1113,,,Masculino,2023,Pública,Quartzo,5.636666667,3.0,0.0,6.0,7.52,Não informado,5.0,5.0,5.0,,,,7.173333333,5.0,Fase 3 (7° e 8° ano),-1,7.5,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-413,FASE 2,2K,Aluno-413,,13.0,Feminino,2022,Pública,Ágata,6.803633333,3.0,7.9,8.9,2.52,Não informado,6.3,5.8,6.7,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-599,FASE 2,2K,Aluno-599,,10.0,Masculino,2022,Pública,Topázio,8.532866667,3.0,10.0,9.5,2.52,Não informado,8.5,8.2,8.7,,,,9.286666667,10.0,Fase 2 (5° e 6° ano),0,8.333333333,2023,Pública,2,,,Sem risco,Alto,Alta,Baixo,Alto
RA-1114,FASE 2,2K,Aluno-1114,,11.0,Feminino,2023,Pública,Ametista,7.5667,3.0,8.5,9.8,2.52,Não informado,4.9,4.3,5.5,,,,8.56,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Alto,Média,Baixo,Médio
RA-401,FASE 2,2K,Aluno-401,,12.0,Feminino,2021,Pública,Ágata,6.363666667,3.0,4.0,8.1,2.52,Não informado,7.3,6.3,8.3,,,,7.116666667,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-1115,FASE 2,2K,Aluno-1115,,,Feminino,2023,Pública,Ágata,6.474,3.0,0.0,8.3,7.52,Não informado,4.0,6.0,2.0,,,,7.56,10.0,Fase 2 (5° e 6° ano),0,7.5,2023,Pública,2,,,Sem risco,Médio,Baixa,Alto,Baixo
RA-1116,FASE 2,2K,Aluno-1116,,13.0,Masculino,2023,Pública,Ágata,6.956533333,3.0,9.5,9.2,5.0,Não informado,4.9,3.8,6.0,,,,7.39,5.0,Fase 3 (7° e 8° ano),-1,7.083333333,2023,Pública,2,,,Risco moderado,Alto,Alta,Baixo,Médio
RA-604,FASE 2,2K,Aluno-604,,,Feminino,2021,Pública,Topázio,8.548033333,3.0,9.0,9.3,7.52,Não informado,7.5,6.0,9.0,,,,8.616666667,10.0,Fase 2 (5° e 6° ano),0,8.125,2023,Pública,2,,,Sem risco,Alto,Média,Alto,Alto
RA-605,FASE 2,2K,Aluno-605,,12.0,Feminino,2021,Pública,Ametista,7.709366667,3.0,9.0,9.5,7.52,Não informado,6.8,4.8,8.8,,,,7.84,5.0,Fase 3 (7° e 8° ano),-1,7.291666667,2023,Pública,2,,,Risco moderado,Alto,Média,Alto,Médio
RA-668,FASE 2,2K,Aluno-668,,12.0,Masculino,2022,Pública,Ágata,6.017933333,3.0,6.3,6.3,7.52,Não informado,3.4,2.7,4.0,,,,7.616666667,5.0,Fase 3 (7° e 8° ano),-1,6.875,2023,Pública,2,,,Risco moderado,Baixo,Baixa,Alto,Baixo
